datum,^GSPC,^NDX,^DJI,^GDAXI
2018-12-27,2488.83,6288.30,23138.82,10381.51
2018-12-28,2485.74,6285.27,23062.40,10558.96
2018-12-31,2506.85,6329.97,23327.46,
2019-01-02,2510.03,6360.87,23346.24,10580.19
2019-01-03,2447.89,6147.13,22686.22,10416.66
2019-01-04,2531.94,6422.67,23433.16,10767.69
2019-01-07,2549.69,6488.25,23531.35,10747.81
2019-01-08,2574.41,6551.85,23787.45,10803.98
2019-01-09,2584.96,6600.69,23879.12,10893.32
2019-01-10,2596.64,6620.94,24001.92,10921.59
2019-01-11,2596.26,6601.40,23995.95,10887.46
2019-01-14,2582.61,6541.04,23909.84,10855.91
2019-01-15,2610.30,6669.64,24065.59,10891.79
2019-01-16,2616.10,6668.56,24207.16,10931.24
2019-01-17,2635.96,6718.45,24370.10,10918.62
2019-01-18,2670.71,6784.61,24706.35,11205.54
2019-01-21,,,,11136.20
2019-01-22,2632.90,6646.81,24404.48,11090.11
2019-01-23,2638.70,6658.76,24575.62,11071.54
2019-01-24,2642.33,6702.55,24553.24,11130.18
2019-01-25,2664.76,6787.37,24737.20,11281.79
2019-01-28,2643.85,6697.09,24528.22,11210.31
2019-01-29,2640.00,6632.79,24579.96,11218.83
2019-01-30,2681.05,6807.91,25014.86,11181.66
2019-01-31,2704.10,6906.84,24999.67,11173.10
2019-02-01,2706.53,6875.52,25063.89,11180.66
2019-02-04,2724.87,6959.96,25239.37,11176.58
2019-02-05,2737.70,7023.52,25411.52,11367.98
2019-02-06,2731.61,6997.62,25390.30,11324.72
2019-02-07,2706.05,6904.98,25169.53,11022.02
2019-02-08,2707.88,6913.13,25106.33,10906.78
2019-02-11,2709.80,6909.18,25053.11,11014.59
2019-02-12,2744.73,7014.67,25425.76,11126.08
2019-02-13,2753.03,7015.88,25543.27,11167.22
2019-02-14,2745.73,7022.42,25439.39,11089.79
2019-02-15,2775.60,7055.18,25883.25,11299.80
2019-02-18,,,,11299.20
2019-02-19,2779.76,7066.61,25891.32,11309.21
2019-02-20,2784.70,7062.34,25954.44,11401.97
2019-02-21,2774.88,7035.16,25850.63,11423.28
2019-02-22,2792.67,7090.63,26031.81,11457.70
2019-02-25,2796.11,7115.43,26091.95,11505.39
2019-02-26,2793.90,7123.22,26057.98,11540.79
2019-02-27,2792.38,7117.00,25985.16,11487.33
2019-02-28,2784.49,7097.53,25916.00,11515.64
2019-03-01,2803.69,7151.57,26026.32,11601.68
2019-03-04,2792.81,7150.83,25819.65,11592.66
2019-03-05,2789.65,7156.79,25806.63,11620.74
2019-03-06,2771.45,7112.47,25673.46,11587.63
2019-03-07,2748.93,7026.88,25473.23,11517.80
2019-03-08,2743.07,7015.69,25450.24,11457.84
2019-03-11,2783.30,7164.02,25650.88,11543.48
2019-03-12,2791.52,7201.28,25554.66,11524.17
2019-03-13,2810.92,7256.98,25702.89,11572.41
2019-03-14,2808.48,7243.01,25709.94,11587.47
2019-03-15,2822.48,7306.99,25848.87,11685.69
2019-03-18,2832.94,7326.28,25914.10,11657.06
2019-03-19,2832.57,7349.28,25887.38,11788.41
2019-03-20,2824.23,7380.75,25745.67,11603.89
2019-03-21,2854.88,7493.27,25962.51,11549.96
2019-03-22,2800.71,7326.06,25502.32,11364.17
2019-03-25,2798.36,7316.96,25516.83,11346.65
2019-03-26,2818.46,7351.15,25657.73,11419.48
2019-03-27,2805.37,7308.19,25625.59,11419.04
2019-03-28,2815.44,7320.47,25717.46,11428.16
2019-03-29,2834.40,7378.77,25928.68,11526.04
2019-04-01,2867.19,7478.42,26258.42,11681.99
2019-04-02,2867.24,7499.64,26179.13,11754.79
2019-04-03,2873.40,7544.97,26218.13,11954.40
2019-04-04,2879.39,7540.57,26384.63,11988.01
2019-04-05,2892.74,7578.84,26424.99,12009.75
2019-04-08,2895.77,7599.74,26341.02,11963.40
2019-04-09,2878.20,7568.49,26150.58,11850.57
2019-04-10,2888.21,7611.49,26157.16,11905.91
2019-04-11,2888.32,7594.89,26143.05,11935.20
2019-04-12,2907.41,7628.15,26412.30,11999.93
2019-04-15,2905.58,7629.12,26384.77,12020.28
2019-04-16,2907.06,7654.73,26452.66,12101.32
2019-04-17,2900.45,7680.72,26449.54,12153.07
2019-04-18,2905.03,7689.72,26559.54,12222.39
2019-04-22,2907.97,7713.49,26511.05,
2019-04-23,2933.68,7810.71,26656.39,12235.51
2019-04-24,2927.25,7784.41,26597.05,12313.16
2019-04-25,2926.17,7816.92,26462.08,12282.60
2019-04-26,2939.88,7826.68,26543.33,12315.18
2019-04-29,2943.03,7839.04,26554.39,12328.02
2019-04-30,2945.83,7781.46,26592.91,12344.08
2019-05-01,2923.73,7751.85,26430.14,
2019-05-02,2917.52,7724.06,26307.79,12345.42
2019-05-03,2945.64,7845.73,26504.95,12412.75
2019-05-06,2932.47,7794.09,26438.48,12286.88
2019-05-07,2884.05,7640.15,25965.09,12092.74
2019-05-08,2879.42,7617.55,25967.33,12179.93
2019-05-09,2870.72,7582.75,25828.36,11973.92
2019-05-10,2881.40,7586.53,25942.37,12059.83
2019-05-13,2811.87,7324.13,25324.99,11876.65
2019-05-14,2834.41,7401.88,25532.05,11991.62
2019-05-15,2850.96,7503.25,25648.02,12099.57
2019-05-16,2876.32,7580.14,25862.68,12310.37
2019-05-17,2859.53,7503.68,25764.00,12238.94
2019-05-20,2840.23,7376.70,25679.90,12041.29
2019-05-21,2864.36,7451.02,25877.33,12143.47
2019-05-22,2856.27,7420.66,25776.61,12168.74
2019-05-23,2822.24,7307.93,25490.47,11952.41
2019-05-24,2826.06,7300.96,25585.69,12011.04
2019-05-27,,,,12071.18
2019-05-28,2802.39,7278.38,25347.77,12027.05
2019-05-29,2783.02,7216.86,25126.41,11837.81
2019-05-30,2788.86,7245.40,25169.88,11902.08
2019-05-31,2752.06,7127.96,24815.04,11726.84
2019-06-03,2744.45,6978.02,24819.78,11792.81
2019-06-04,2803.27,7166.75,25332.18,11971.17
2019-06-05,2826.15,7220.90,25539.57,11980.81
2019-06-06,2843.49,7275.93,25720.66,11953.14
2019-06-07,2873.34,7417.29,25983.94,12045.38
2019-06-10,2886.73,7501.93,26062.68,
2019-06-11,2885.72,7513.85,26048.51,12155.81
2019-06-12,2879.84,7472.29,26004.83,12115.68
2019-06-13,2891.64,7510.68,26106.77,12169.05
2019-06-14,2886.98,7479.11,26089.61,12096.40
2019-06-17,2889.67,7526.52,26112.53,12085.82
2019-06-18,2917.75,7635.40,26465.54,12331.75
2019-06-19,2926.46,7667.74,26504.00,12308.53
2019-06-20,2954.18,7738.05,26753.17,12355.39
2019-06-21,2950.46,7728.78,26719.13,12339.92
2019-06-24,2945.35,7723.02,26727.54,12274.57
2019-06-25,2917.38,7591.54,26548.22,12228.44
2019-06-26,2913.78,7627.05,26536.82,12245.32
2019-06-27,2924.92,7657.05,26526.58,12271.03
2019-06-28,2941.76,7671.08,26599.96,12398.80
2019-07-01,2964.33,7768.14,26717.43,12521.38
2019-07-02,2973.01,7799.82,26786.68,12526.72
2019-07-03,2995.82,7857.69,26966.00,12616.24
2019-07-04,,,,12629.90
2019-07-05,2990.41,7841.30,26922.12,12568.53
2019-07-08,2975.95,7785.79,26806.14,12543.51
2019-07-09,2979.63,7826.86,26783.49,12436.55
2019-07-10,2993.07,7903.40,26860.20,12373.41
2019-07-11,2999.91,7896.78,27088.08,12332.12
2019-07-12,3013.77,7943.24,27332.03,12323.32
2019-07-15,3014.30,7966.93,27359.16,12387.34
2019-07-16,3004.04,7927.08,27335.63,12430.97
2019-07-17,2984.42,7888.76,27219.85,12341.03
2019-07-18,2995.11,7904.13,27222.97,12227.85
2019-07-19,2976.61,7834.90,27154.20,12260.07
2019-07-22,2985.03,7905.12,27171.90,12289.40
2019-07-23,3005.47,7954.56,27349.19,12490.74
2019-07-24,3019.56,8010.61,27269.97,12522.89
2019-07-25,3003.67,7929.87,27140.98,12362.10
2019-07-26,3025.86,8016.95,27192.45,12419.90
2019-07-29,3020.97,7989.08,27221.35,12417.47
2019-07-30,3013.18,7952.47,27198.02,12147.24
2019-07-31,2980.38,7848.78,26864.27,12189.04
2019-08-01,2953.56,7801.15,26583.42,12253.15
2019-08-02,2932.05,7692.80,26485.01,11872.44
2019-08-05,2844.74,7415.69,25717.74,11658.51
2019-08-06,2881.77,7521.32,26029.52,11567.96
2019-08-07,2883.98,7551.90,26007.07,11650.15
2019-08-08,2938.09,7724.83,26378.19,11845.41
2019-08-09,2918.65,7646.27,26287.44,11693.80
2019-08-12,2882.70,7561.68,25896.44,11679.68
2019-08-13,2926.32,7728.15,26279.91,11750.13
2019-08-14,2840.60,7490.13,25479.42,11492.66
2019-08-15,2847.60,7484.89,25579.39,11412.67
2019-08-16,2888.68,7604.11,25886.01,11562.74
2019-08-19,2923.65,7719.32,26135.79,11715.37
2019-08-20,2900.51,7664.47,25962.44,11651.18
2019-08-21,2924.43,7733.22,26202.73,11802.85
2019-08-22,2922.95,7707.43,26252.24,11747.04
2019-08-23,2847.11,7464.99,25628.90,11611.51
2019-08-26,2878.38,7575.02,25898.83,11658.04
2019-08-27,2869.16,7566.03,25777.90,11730.02
2019-08-28,2887.94,7587.90,26036.10,11701.02
2019-08-29,2924.58,7702.31,26362.25,11838.88
2019-08-30,2926.46,7691.00,26403.28,11939.28
2019-09-02,,,,11953.78
2019-09-03,2906.27,7609.51,26118.02,11910.86
2019-09-04,2937.78,7719.25,26355.47,12025.04
2019-09-05,2976.00,7862.54,26728.15,12126.78
2019-09-06,2978.71,7852.54,26797.46,12191.73
2019-09-09,2978.43,7832.40,26835.51,12226.10
2019-09-10,2979.39,7814.74,26909.43,12268.71
2019-09-11,3000.93,7887.58,27137.04,12359.07
2019-09-12,3009.57,7917.34,27182.45,12410.25
2019-09-13,3007.39,7892.95,27219.52,12468.53
2019-09-16,2997.96,7852.41,27076.82,12380.31
2019-09-17,3005.70,7888.79,27110.80,12372.61
2019-09-18,3006.73,7888.56,27147.08,12389.62
2019-09-19,3006.79,7901.79,27094.79,12457.70
2019-09-20,2992.07,7823.55,26935.07,12468.01
2019-09-23,2991.78,7818.61,26949.99,12342.33
2019-09-24,2966.60,7710.04,26807.77,12307.15
2019-09-25,2984.87,7803.54,26970.71,12234.18
2019-09-26,2977.62,7771.99,26891.12,12288.54
2019-09-27,2961.79,7681.58,26820.25,12380.94
2019-09-30,2976.74,7749.45,26916.83,12428.08
2019-10-01,2940.25,7684.14,26573.04,12263.83
2019-10-02,2887.61,7550.79,26078.62,11925.25
2019-10-03,2910.63,7638.39,26201.04,
2019-10-04,2952.01,7754.10,26573.72,12012.81
2019-10-07,2938.79,7725.13,26478.02,12097.43
2019-10-08,2893.06,7604.27,26164.04,11970.20
2019-10-09,2919.40,7690.53,26346.01,12094.26
2019-10-10,2938.13,7740.36,26496.67,12164.20
2019-10-11,2970.27,7843.88,26816.59,12511.65
2019-10-14,2966.15,7842.33,26787.36,12486.56
2019-10-15,2995.68,7942.85,27024.80,12629.79
2019-10-16,2989.69,7920.21,27001.98,12670.11
2019-10-17,2997.95,7942.14,27025.88,12654.95
2019-10-18,2986.20,7868.49,26770.20,12633.60
2019-10-21,3006.72,7940.33,26827.64,12747.96
2019-10-22,2995.99,7874.62,26788.10,12754.69
2019-10-23,3004.52,7889.47,26833.95,12798.19
2019-10-24,3010.29,7966.72,26805.53,12872.10
2019-10-25,3022.55,8029.22,26958.06,12894.51
2019-10-28,3039.42,8110.67,27090.72,12941.71
2019-10-29,3036.89,8047.51,27071.46,12939.62
2019-10-30,3046.77,8083.11,27186.69,12910.23
2019-10-31,3037.56,8083.83,27046.23,12866.79
2019-11-01,3066.91,8161.17,27347.36,12961.05
2019-11-04,3078.27,8210.66,27462.11,13136.28
2019-11-05,3074.62,8210.18,27492.63,13148.50
2019-11-06,3076.78,8196.03,27492.56,13179.89
2019-11-07,3085.18,8219.65,27674.80,13289.46
2019-11-08,3093.08,8255.89,27681.24,13228.56
2019-11-11,3087.01,8241.91,27691.49,13198.37
2019-11-12,3091.84,8263.79,27691.49,13283.51
2019-11-13,3094.04,8259.81,27783.59,13230.07
2019-11-14,3096.63,8257.83,27781.96,13180.23
2019-11-15,3120.46,8315.52,28004.89,13241.75
2019-11-18,3122.03,8328.48,28036.22,13207.01
2019-11-19,3120.18,8338.74,27934.02,13221.12
2019-11-20,3108.46,8283.75,27821.09,13158.14
2019-11-21,3103.54,8265.62,27766.29,13137.70
2019-11-22,3110.29,8272.05,27875.62,13163.88
2019-11-25,3133.64,8371.93,28066.47,13246.45
2019-11-26,3140.52,8385.75,28121.68,13236.42
2019-11-27,3153.63,8444.71,28164.00,13287.07
2019-11-28,,,,13245.58
2019-11-29,3140.98,8403.68,28051.41,13236.38
2019-12-02,3113.87,8309.26,27783.04,12964.68
2019-12-03,3093.20,8254.74,27502.81,12989.29
2019-12-04,3112.76,8296.53,27649.78,13140.57
2019-12-05,3117.43,8308.40,27677.79,13054.80
2019-12-06,3145.91,8397.37,28015.06,13166.58
2019-12-09,3135.96,8362.74,27909.60,13105.61
2019-12-10,3132.52,8354.29,27881.72,13070.72
2019-12-11,3141.63,8402.61,27911.30,13146.74
2019-12-12,3168.57,8466.89,28132.05,13221.64
2019-12-13,3168.80,8487.71,28135.38,13282.72
2019-12-16,3191.45,8570.33,28235.89,13407.66
2019-12-17,3192.52,8575.70,28267.16,13287.83
2019-12-18,3191.14,8580.62,28239.28,13222.16
2019-12-19,3205.37,8641.29,28376.96,13211.96
2019-12-20,3221.22,8678.49,28455.09,13318.90
2019-12-23,3224.01,8696.01,28551.53,13300.98
2019-12-24,3223.38,8699.51,28515.45,
2019-12-26,3239.91,8778.31,28621.39,
2019-12-27,3240.02,8770.98,28645.26,13337.11
2019-12-30,3221.29,8709.73,28462.14,13249.01
2019-12-31,3230.78,8733.07,28538.44,
2020-01-02,3257.85,8872.22,28868.80,13385.93
2020-01-03,3234.85,8793.90,28634.88,13219.14
2020-01-06,3246.28,8848.52,28703.38,13126.99
2020-01-07,3237.18,8846.45,28583.68,13226.83
2020-01-08,3253.05,8912.37,28745.09,13320.18
2020-01-09,3274.70,8989.63,28956.90,13495.06
2020-01-10,3265.35,8966.64,28823.77,13483.31
2020-01-13,3288.13,9070.65,28907.05,13451.52
2020-01-14,3283.15,9033.42,28939.67,13456.49
2020-01-15,3289.29,9035.67,29030.22,13432.30
2020-01-16,3316.81,9125.00,29297.64,13429.43
2020-01-17,3329.62,9173.73,29348.10,13526.13
2020-01-20,,,,13548.94
2020-01-21,3320.79,9166.63,29196.04,13555.87
2020-01-22,3321.75,9188.58,29186.27,13515.75
2020-01-23,3325.54,9216.98,29160.09,13388.42
2020-01-24,3295.47,9141.47,28989.73,13576.68
2020-01-27,3243.63,8952.18,28535.80,13204.77
2020-01-28,3276.24,9090.93,28722.85,13323.69
2020-01-29,3273.40,9101.61,28734.45,13345.00
2020-01-30,3283.66,9136.09,28859.44,13157.12
2020-01-31,3225.52,8991.51,28256.03,12981.97
2020-02-03,3248.92,9126.23,28399.81,13045.19
2020-02-04,3297.59,9334.06,28807.63,13281.74
2020-02-05,3334.69,9367.48,29290.85,13478.33
2020-02-06,3345.78,9445.92,29379.77,13574.82
2020-02-07,3327.71,9401.10,29102.51,13513.81
2020-02-10,3352.09,9516.84,29276.82,13494.03
2020-02-11,3357.75,9517.86,29276.34,13627.84
2020-02-12,3379.45,9613.20,29551.42,13749.78
2020-02-13,3373.94,9595.70,29423.31,13745.43
2020-02-14,3380.16,9623.58,29398.08,13744.21
2020-02-17,,,,13783.89
2020-02-18,3370.29,9629.80,29232.19,13681.19
2020-02-19,3386.15,9718.73,29348.03,13789.00
2020-02-20,3373.23,9627.83,29219.98,13664.00
2020-02-21,3337.75,9446.69,28992.41,13579.33
2020-02-24,3225.89,9079.63,27960.80,13035.24
2020-02-25,3128.21,8834.87,27081.36,12790.49
2020-02-26,3116.39,8873.76,26957.59,12774.88
2020-02-27,2978.76,8436.67,25766.64,12367.46
2020-02-28,2954.22,8461.83,25409.36,11890.35
2020-03-02,3090.23,8877.98,26703.32,11857.87
2020-03-03,3003.37,8594.49,25917.41,11985.39
2020-03-04,3130.12,8949.28,27090.86,12127.69
2020-03-05,3023.94,8671.66,26121.28,11944.72
2020-03-06,2972.37,8530.34,25864.78,11541.87
2020-03-09,2746.56,7948.03,23851.02,10625.02
2020-03-10,2882.23,8372.27,25018.16,10475.49
2020-03-11,2741.38,8006.12,23553.22,10438.68
2020-03-12,2480.64,7263.65,21200.62,9161.13
2020-03-13,2711.02,7995.26,23185.62,9232.08
2020-03-16,2386.13,7020.38,20188.52,8742.25
2020-03-17,2529.19,7473.95,21237.38,8939.10
2020-03-18,2398.10,7175.18,19898.92,8441.71
2020-03-19,2409.39,7288.52,20087.19,8610.43
2020-03-20,2304.92,6994.29,19173.98,8928.95
2020-03-23,2237.40,7006.92,18591.93,8741.15
2020-03-24,2447.33,7553.83,20704.91,9700.57
2020-03-25,2475.56,7469.62,21200.55,9874.26
2020-03-26,2630.07,7897.13,22552.17,10000.96
2020-03-27,2541.47,7588.37,21636.78,9632.52
2020-03-30,2626.65,7889.01,22327.48,9815.97
2020-03-31,2584.59,7813.50,21917.16,9935.84
2020-04-01,2470.50,7486.29,20943.51,9544.75
2020-04-02,2526.90,7635.66,21413.44,9570.82
2020-04-03,2488.65,7528.11,21052.53,9525.77
2020-04-06,2663.68,8081.66,22679.99,10075.17
2020-04-07,2659.41,8049.31,22653.86,10356.70
2020-04-08,2749.98,8229.54,23433.57,10332.89
2020-04-09,2789.82,8238.53,23719.37,10564.74
2020-04-13,2761.63,8332.74,23390.77,
2020-04-14,2846.06,8692.16,23949.76,10696.56
2020-04-15,2783.36,8591.96,23504.35,10279.76
2020-04-16,2799.55,8757.83,23537.68,10301.54
2020-04-17,2874.56,8832.41,24242.49,10625.78
2020-04-20,2823.16,8726.51,23650.44,10675.90
2020-04-21,2736.56,8403.00,23018.88,10249.85
2020-04-22,2799.31,8664.64,23475.82,10415.03
2020-04-23,2797.80,8641.50,23515.26,10513.79
2020-04-24,2836.74,8786.60,23775.27,10336.09
2020-04-27,2878.48,8837.66,24133.78,10659.99
2020-04-28,2863.39,8677.60,24101.55,10795.63
2020-04-29,2939.51,8982.76,24633.86,11107.74
2020-04-30,2912.43,9000.51,24345.72,10861.64
2020-05-01,2830.71,8718.18,23723.69,
2020-05-04,2842.74,8834.11,23749.76,10466.80
2020-05-05,2868.44,8930.62,23883.09,10729.46
2020-05-06,2848.42,8984.86,23664.64,10606.20
2020-05-07,2881.19,9101.88,23875.89,10759.27
2020-05-08,2929.80,9220.35,24331.32,10904.48
2020-05-11,2930.19,9298.92,24221.99,10824.99
2020-05-12,2870.12,9112.45,23764.78,10819.50
2020-05-13,2820.00,9000.08,23247.97,10542.66
2020-05-14,2852.50,9094.42,23625.34,10337.02
2020-05-15,2863.70,9152.64,23685.42,10465.17
2020-05-18,2953.91,9331.93,24597.37,11058.87
2020-05-19,2922.94,9298.54,24206.86,11075.29
2020-05-20,2971.61,9485.02,24575.90,11223.71
2020-05-21,2948.51,9377.99,24474.12,11065.93
2020-05-22,2955.45,9413.99,24465.16,11073.87
2020-05-25,,,,11391.28
2020-05-26,2991.77,9389.98,24995.11,11504.65
2020-05-27,3036.13,9442.05,25548.27,11657.69
2020-05-28,3029.73,9416.71,25400.64,11781.13
2020-05-29,3044.31,9555.53,25383.11,11586.85
2020-06-01,3055.73,9598.89,25475.02,
2020-06-02,3080.82,9657.31,25742.65,12021.28
2020-06-03,3122.87,9704.69,26269.89,12487.36
2020-06-04,3112.35,9629.66,26281.82,12430.56
2020-06-05,3193.93,9824.39,27110.98,12847.68
2020-06-08,3232.39,9901.52,27572.44,12819.59
2020-06-09,3207.18,9967.17,27272.30,12617.99
2020-06-10,3190.14,10094.26,26989.99,12530.16
2020-06-11,3002.10,9588.48,25128.17,11970.29
2020-06-12,3041.31,9663.78,25605.54,11949.28
2020-06-15,3066.59,9776.89,25763.16,11911.35
2020-06-16,3124.74,9949.37,26289.98,12315.66
2020-06-17,3113.49,9982.48,26119.61,12382.14
2020-06-18,3115.34,10012.05,26080.10,12281.53
2020-06-19,3097.74,10008.64,25871.46,12330.76
2020-06-22,3117.86,10130.33,26024.96,12262.97
2020-06-23,3131.29,10209.82,26156.10,12523.76
2020-06-24,3050.33,10002.70,25445.94,12093.94
2020-06-25,3083.76,10101.83,25745.60,12177.87
2020-06-26,3009.05,9849.36,25015.55,12089.39
2020-06-29,3053.24,9961.16,25595.80,12232.12
2020-06-30,3100.29,10156.85,25812.88,12310.93
2020-07-01,3115.86,10279.25,25734.97,12260.57
2020-07-02,3130.01,10341.89,25827.36,12608.46
2020-07-03,,,,12528.18
2020-07-06,3179.72,10604.06,26287.03,12733.45
2020-07-07,3145.32,10524.01,25890.18,12616.80
2020-07-08,3169.94,10666.70,26067.28,12494.81
2020-07-09,3152.05,10754.59,25706.09,12489.46
2020-07-10,3185.04,10836.33,26075.30,12633.71
2020-07-13,3155.22,10602.21,26085.80,12799.97
2020-07-14,3197.52,10689.52,26642.59,12697.36
2020-07-15,3226.56,10701.68,26870.10,12930.98
2020-07-16,3215.57,10626.46,26734.71,12874.97
2020-07-17,3224.73,10645.22,26671.95,12919.61
2020-07-20,3251.84,10952.08,26680.87,13046.92
2020-07-21,3257.30,10833.07,26840.40,13171.83
2020-07-22,3276.02,10870.75,27005.84,13104.25
2020-07-23,3235.66,10580.59,26652.33,13103.39
2020-07-24,3215.63,10483.13,26469.89,12838.06
2020-07-27,3239.41,10674.38,26584.77,12838.66
2020-07-28,3218.44,10532.50,26379.28,12835.28
2020-07-29,3258.44,10662.98,26539.57,12822.26
2020-07-30,3246.22,10715.51,26313.65,12379.65
2020-07-31,3271.12,10905.88,26428.32,12313.36
2020-08-03,3294.61,11055.08,26664.40,12646.98
2020-08-04,3306.51,11096.54,26828.47,12600.87
2020-08-05,3327.77,11125.44,27201.52,12660.25
2020-08-06,3349.16,11267.08,27386.98,12591.68
2020-08-07,3351.28,11139.39,27433.48,12674.88
2020-08-10,3360.47,11085.17,27791.44,12687.53
2020-08-11,3333.69,10876.08,27686.91,12946.89
2020-08-12,3380.35,11157.72,27976.84,13058.63
2020-08-13,3373.43,11178.37,27896.72,12993.71
2020-08-14,3372.85,11164.45,27931.02,12901.34
2020-08-17,3381.99,11288.57,27844.91,12920.66
2020-08-18,3389.78,11399.03,27778.07,12881.76
2020-08-19,3374.85,11318.64,27692.88,12977.33
2020-08-20,3385.51,11477.05,27739.73,12830.00
2020-08-21,3397.16,11555.16,27930.33,12764.80
2020-08-24,3431.28,11626.17,28308.46,13066.54
2020-08-25,3443.62,11721.81,28248.44,13061.62
2020-08-26,3478.73,11971.94,28331.92,13190.15
2020-08-27,3484.55,11926.16,28492.27,13096.36
2020-08-28,3508.01,11995.85,28653.87,13033.20
2020-08-31,3500.31,12110.70,28430.05,12945.38
2020-09-01,3526.65,12292.86,28645.66,12974.25
2020-09-02,3580.84,12420.54,29100.50,13243.43
2020-09-03,3455.06,11771.37,28292.73,13057.77
2020-09-04,3426.96,11622.13,28133.31,12842.66
2020-09-07,,,,13100.28
2020-09-08,3331.84,11068.26,27500.89,12968.33
2020-09-09,3398.96,11395.85,27940.47,13237.21
2020-09-10,3339.19,11154.12,27534.58,13208.89
2020-09-11,3340.97,11087.40,27665.64,13202.84
2020-09-14,3383.54,11277.76,27993.33,13193.66
2020-09-15,3401.20,11438.87,27995.60,13217.67
2020-09-16,3385.49,11247.60,28032.38,13255.37
2020-09-17,3357.01,11080.95,27901.98,13208.12
2020-09-18,3319.47,10936.98,27657.42,13116.25
2020-09-21,3281.06,10980.22,27147.70,12542.44
2020-09-22,3315.57,11186.37,27288.18,12594.39
2020-09-23,3236.92,10833.33,26763.13,12642.97
2020-09-24,3246.59,10896.47,26815.44,12606.57
2020-09-25,3298.46,11151.13,27173.96,12469.20
2020-09-28,3351.60,11364.45,27584.06,12870.87
2020-09-29,3335.47,11322.95,27452.66,12825.82
2020-09-30,3363.00,11418.06,27781.70,12760.73
2020-10-01,3380.80,11583.20,27816.90,12730.77
2020-10-02,3348.42,11255.69,27682.81,12689.04
2020-10-05,3408.60,11509.06,28148.64,12828.31
2020-10-06,3360.97,11291.27,27772.76,12906.02
2020-10-07,3419.44,11503.19,28303.46,12928.57
2020-10-08,3446.83,11550.94,28425.51,13042.21
2020-10-09,3477.14,11725.85,28586.90,13051.23
2020-10-12,3534.22,12088.11,28837.52,13138.41
2020-10-13,3511.93,12083.17,28679.81,13018.99
2020-10-14,3488.67,11985.36,28514.00,13028.06
2020-10-15,3483.34,11898.57,28494.20,12703.75
2020-10-16,3483.81,11852.17,28606.31,12908.99
2020-10-19,3426.92,11634.35,28195.42,12854.66
2020-10-20,3443.12,11677.84,28308.79,12736.95
2020-10-21,3435.56,11665.37,28210.82,12557.64
2020-10-22,3453.49,11662.91,28363.66,12543.06
2020-10-23,3465.39,11692.57,28335.57,12645.75
2020-10-26,3400.97,11504.52,27685.38,12177.18
2020-10-27,3390.68,11598.95,27463.19,12063.57
2020-10-28,3271.03,11142.76,26519.95,11560.51
2020-10-29,3310.11,11350.74,26659.11,11598.07
2020-10-30,3269.96,11052.95,26501.60,11556.48
2020-11-02,3310.24,11084.76,26925.05,11788.28
2020-11-03,3369.16,11279.91,27480.03,12088.98
2020-11-04,3443.44,11777.02,27847.66,12324.22
2020-11-05,3510.45,12078.07,28390.18,12568.09
2020-11-06,3509.44,12091.35,28323.40,12480.02
2020-11-09,3550.50,11830.39,29157.97,13095.97
2020-11-10,3545.53,11624.29,29420.92,13163.11
2020-11-11,3572.66,11892.93,29397.63,13216.18
2020-11-12,3537.01,11827.14,29080.17,13052.95
2020-11-13,3585.15,11937.84,29479.81,13076.72
2020-11-16,3626.91,12013.38,29950.44,13138.61
2020-11-17,3609.53,11977.49,29783.35,13133.47
2020-11-18,3567.79,11894.71,29438.42,13201.89
2020-11-19,3581.87,11985.43,29483.23,13086.16
2020-11-20,3557.54,11906.44,29263.48,13137.25
2020-11-23,3577.59,11905.94,29591.27,13126.97
2020-11-24,3635.41,12079.81,30046.24,13292.44
2020-11-25,3629.65,12152.22,29872.47,13289.80
2020-11-26,,,,13286.57
2020-11-27,3638.35,12258.21,29910.37,13335.68
2020-11-30,3621.63,12268.32,29638.64,13291.16
2020-12-01,3662.45,12455.33,29823.92,13382.30
2020-12-02,3669.01,12456.41,29883.79,13313.24
2020-12-03,3666.72,12467.13,29969.52,13252.86
2020-12-04,3699.12,12528.48,30218.26,13298.96
2020-12-07,3691.96,12596.47,30069.79,13271.00
2020-12-08,3702.25,12635.72,30173.88,13278.49
2020-12-09,3672.82,12364.64,30068.81,13340.26
2020-12-10,3668.10,12401.74,29999.26,13295.73
2020-12-11,3663.46,12375.41,30046.37,13114.30
2020-12-14,3647.49,12462.21,29861.55,13223.16
2020-12-15,3694.62,12595.92,30199.31,13362.87
2020-12-16,3701.17,12668.16,30154.54,13565.98
2020-12-17,3722.48,12752.06,30303.37,13667.25
2020-12-18,3709.41,12738.18,30179.05,13630.51
2020-12-21,3694.92,12690.26,30216.45,13246.30
2020-12-22,3687.26,12717.56,30015.51,13418.11
2020-12-23,3690.01,12653.14,30129.83,13587.23
2020-12-24,3703.06,12711.01,30199.87,
2020-12-28,3735.36,12838.86,30403.97,13790.29
2020-12-29,3727.04,12843.49,30335.67,13761.38
2020-12-30,3732.04,12845.36,30409.56,13718.78
2020-12-31,3756.07,12888.28,30606.48,
2021-01-04,3700.65,12694.66,30223.89,13726.74
2021-01-05,3726.86,12802.38,30391.60,13651.22
2021-01-06,3748.14,12623.35,30829.40,13891.97
2021-01-07,3803.79,12939.57,31041.13,13968.24
